Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Euro (U.E.),0,1723,0,0,0,0,1
Dólar (E.U.A.),0,2236742.57,954566.51,513950,0,0,1
