Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
UVA (Argentina),0,1723,0,0,0,0,0
Dólar (E.U.A.),2363413,2514,80700,0,1280505,0,1
