Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),535385,15248366,447572,1105315,6388310,20819232
Euro (U.E.),0,90646,0,5461,0,0
Real (Brasil),0,27538,0,0,0,0
Peso (Uruguay),0,6596,0,0,0,0
